state,action,reward,next_state,done,game_name
"The bricks dam the lava, revealing a *FIRESTONE*!",put magic down,0,The mirror hits the floor and shatters into a million pieces!,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,U,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: arrow pointing down",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: arrow pointing down",put lamp down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: strange scratchings on rock reveals- ALADDIN WAS HERE",AWAY,0,"Something you're holding vibrates, and...

Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Something you're holding vibrates, and...

Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",turn off lamp,0,You switch the old fashioned lamp off.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
You switch the old fashioned lamp off.,turn lamp on,0,Flameless lamp now on.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Lakeside
You're on the shore of a lake.

Obvious exits: North, South, West, Down.

You can also see: water - sign reads- NO SWIMMING ALLOWED",W,0,"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers",drink water,0,"Boy, that really hit the spot.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp

You can see a rusty axe (magic word- BUNYON -on it), a hollow stump and remains of a felled tree, some swamp gas, a floating patch of oily slime and a swarm of chiggers here.",turn lamp on,0,Flameless lamp now on.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *GOLD CROWN* - evil smelling mud - *GOLDEN NET* - *GOLDEN FISH* - *POT OF RUBIES* - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",put lamp down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by eleven points.]",DROP RUG,7,"Safely deposited.

[Your score has just gone up by seven points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by seven points.]",DROP MIRROR,7,"Mirror lands softly on the rug - lights up and says:
*DRAGON STINGS* and fades. I don't get it - hope you do.

[Your score has just gone up by seven points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Mirror lands softly on the rug - lights up and says:
*DRAGON STINGS* and fades. I don't get it - hope you do.

[Your score has just gone up by seven points.]",take net,-7,"Taken!

[Your score has just gone down by seven points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,down,0,"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",put mud down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond",D,0,"
Darkness",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Darkness",LIGHT LAMP,0,"Flameless lamp now on.

Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Flameless lamp now on.

Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",put steel down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",turn lamp off,0,"You switch the old fashioned lamp off.

It is now pitch dark in here!",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Octagonal Hive
You're in a large 8-sided room.

Obvious exits: South.

You can also see: *ROYAL HONEY* - large African bees",put steel down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,drink water,0,"Boy, that really hit the spot.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Boy, that really hit the spot.",put mud down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"The bottle is now full of bees.
The mud dried up and fell off.",S,0,"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",U,0,"
Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",U,0,"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond

The bees in the bottle all suffocated.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond

The bees in the bottle all suffocated.",turn lamp off,0,You switch the old fashioned lamp off.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",U,0,"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *MAGIC MIRROR* - *THICK PERSIAN RUG* - *FIRESTONE* (cold now) - *GOLD CROWN* - *GOLDEN NET* - *GOLDEN FISH* - *POT OF RUBIES* - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *MAGIC MIRROR* - *THICK PERSIAN RUG* - *FIRESTONE* (cold now) - *GOLD CROWN* - *GOLDEN NET* - *GOLDEN FISH* - *POT OF RUBIES* - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",U,0,"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: evil smelling mud - rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: evil smelling mud - rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers",N,0,"
Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",put honey down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Lakeside
You're on the shore of a lake.

Obvious exits: North, South, West, Down.

You can also see: water - sign reads- NO SWIMMING ALLOWED",put steel down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
The bottle is now full of water.,put honey down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: evil smelling mud - rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers",take slime,0,Magic oil attracts magic lamp. Lamp is now full.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,go stump,0,"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *MAGIC MIRROR* - *THICK PERSIAN RUG* - *FIRESTONE* (cold now) - *GOLD CROWN* - *GOLDEN NET* - *GOLDEN FISH* - *POT OF RUBIES* - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *MAGIC MIRROR* - *THICK PERSIAN RUG* - *FIRESTONE* (cold now) - *GOLD CROWN* - *GOLDEN NET* - *GOLDEN FISH* - *POT OF RUBIES* - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",d,0,"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",d,0,"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond",d,0,"
Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",d,0,"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",n,0,"
Octagonal Hive
You're in a large 8-sided room.

Obvious exits: South.

You can also see: large African bees",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Octagonal Hive
You're in a large 8-sided room.

Obvious exits: South.

You can also see: large African bees",drink water,0,"Boy, that really hit the spot.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Boy, that really hit the spot.",get bees,0,The bottle is now full of bees.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
The bottle is now full of bees.,s,0,"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",down,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",u,0,"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond",u,0,"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",empty bottle,0,You release the bees.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *MAGIC MIRROR* - *THICK PERSIAN RUG* - *FIRESTONE* (cold now) - *GOLD CROWN* - *GOLDEN NET* - *GOLDEN FISH* - *POT OF RUBIES* - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",put mud down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Dropped.,take fruit,-7,"Taken!
The mud dried up and fell off.

[Your score has just gone down by seven points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Taken.
The mud dried up and fell off.",turn lamp off,0,"You switch the old fashioned lamp off.

The bees in the bottle all suffocated.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: evil smelling mud - rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers

You're bitten by chiggers.",take mud,0,Boy that really hit the spot!,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Boy that really hit the spot!,n,0,"
Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",turn lamp off,0,"You switch the old fashioned lamp off.
The mud dried up and fell off.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"The bees attack the dragon which gets up and flies away...
The mud dried up and fell off.",GET EGGS,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,S,0,"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: evil smelling mud - rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers
Your lamp is getting dim.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: evil smelling mud - rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers
Your lamp is getting dim.",east,0,"
Dismal Swamp

You can see some evil smelling mud, a rusty axe (magic word- BUNYON -on it), a hollow stump and remains of a felled tree, some swamp gas, a floating patch of oily slime and a swarm of chiggers here.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
Magic oil attracts magic lamp. Lamp is now full.,put all down,0,"old fashioned lamp: Dropped.
*DRAGON EGGS* (very rare): Dropped.
empty bottle: Dropped.
*ROYAL HONEY*: Dropped.
flint and steel: Dropped.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *MAGIC MIRROR* - *THICK PERSIAN RUG* - *FIRESTONE* (cold now) - *GOLD CROWN* - *GOLDEN NET* - *GOLDEN FISH* - *POT OF RUBIES* - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",DROP EGGS,12,"Safely deposited.

[Your score has just gone up by twelve points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by twelve points.]",DROP HONEY,7,"Safely deposited.

[Your score has just gone up by seven points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by seven points.]",take magic,-7,"Taken!

[Your score has just gone down by seven points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
You switch the old fashioned lamp off.,rub lamp,7,"A glowing genie appears - drops something - then vanishes.

[Your score has just gone up by seven points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"A glowing genie appears - drops something - then vanishes.

[Your score has just gone up by seven points.]",rub lamp,7,"A glowing genie appears - drops something - then vanishes.
Congratulations! By finding and depositing all 13 *TREASURES*, you have solved Scott Adams's ""Adventureland"" and it remains only to say that...


    *** You have won ***


In that game you scored 100 out of a possible 100, in 171 turns.

Would you like to RESTART, RESTORE a saved game or QUIT",True,train/training_data_adventureland.z5_p_rand_0.5.csv
"



A voice booms out ...
Treasures have an * in their name. Say 'SCORE'
If you need a hint on something, try 'HELP'.

ADVENTURELAND
An Interactive Classic by Scott Adams (circa 1979/80)
Release 1 / Serial number 961111 / Inform v6.05 Library 6/2
Standard interpreter 1.0

Forest
You're in a forest.

Obvious exits: North, South, East, West, Up.

You can also see: trees",take into trees,0,"
Branch
You're in a branch on the top of an old oak tree.
To the east you see a meadow beyond a lake.

Obvious exits: Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",west,0,"
Forest
You're in a forest.

Obvious exits: North, South, East, West, Up.

You can also see: trees",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Lakeside
You're on the shore of a lake.

Obvious exits: North, South, West, Down.

You can also see: water - *GOLDEN FISH* - rusty axe (magic word- BUNYON -on it) - sign reads- NO SWIMMING ALLOWED",take axe,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,D,0,"
Bog
You're in a quick-sand bog.

Obvious exits: none!

You can also see: *SMALL STATUE OF A BLUE OX*",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Bog
You're in a quick-sand bog.

Obvious exits: none!

You can also see: *SMALL STATUE OF A BLUE OX*",take ox,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,BUNYON,0,Something you're holding vibrated and...,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Something you're holding vibrated and...,SWIM,0,"
Lakeside
You're on the shore of a lake.

Obvious exits: North, South, West, Down.

You can also see: water - *GOLDEN FISH* - sign reads- NO SWIMMING ALLOWED",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Lakeside
You're on the shore of a lake.

Obvious exits: North, South, West, Down.

You can also see: water - *GOLDEN FISH* - sign reads- NO SWIMMING ALLOWED",south,0,"
Lakeside

You can see a *GOLDEN FISH* and a sign reads- NO SWIMMING ALLOWED here.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Lakeside

You can see a *GOLDEN FISH* and a sign reads- NO SWIMMING ALLOWED here.",take fish,0,"Taken.

The fish escape back to the lake.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West, Up.

You can also see: cypress tree - evil smelling mud - swamp gas - floating patch of oily slime - chiggers",take all,0,"cypress tree: That's fixed in place.
evil smelling mud: Taken.
swamp gas: You have nothing suitable.
floating patch of oily slime: Magic oil attracts magic lamp. Lamp is now full.
chiggers: Taken.

You're bitten by chiggers.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Grove
You're in a hidden grove.

Obvious exits: North, East, West.

You can also see: rusty axe (magic word- BUNYON -on it) - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- PAUL'S PLACE",GET OX,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,take axe,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,GET FRUIT,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,put fruit down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West, Up.

You can also see: cypress tree - evil smelling mud - swamp gas - floating patch of oily slime - chiggers",take into tree,0,"
Tree Top
You're in the top of a tall cypress tree.

Obvious exits: Down.

You can also see: spider web with writing on it - ring of skeleton keys",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Tree Top
You're in the top of a tall cypress tree.

Obvious exits: Down.

You can also see: spider web with writing on it - ring of skeleton keys",put fruit down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,down,0,"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West, Up.

You can also see: cypress tree - evil smelling mud - swamp gas - floating patch of oily slime - chiggers",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West, Up.

You can also see: cypress tree - evil smelling mud - swamp gas - floating patch of oily slime - chiggers",take mud,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
TIMBER...,DROP AXE,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Dropped.,put ox down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: sign reads- LEAVE TREASURE HERE - (say 'SCORE') - bottle of water - old fashioned lamp",DROP FRUIT,7,"Safely deposited.

[Your score has just gone up by seven points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by seven points.]",drink water,0,"Boy, that really hit the spot.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by seven points.]",GET LAMP,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,GET BOTTLE,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,take fruit,-7,"Taken!

[Your score has just gone down by seven points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole - *POT OF RUBIES*",GET RUBIES,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,put all down,0,"*POT OF RUBIES*: Dropped.
bottle of water: Dropped.
old fashioned lamp: Dropped.
ring of skeleton keys: Dropped.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",DROP RUBIES,7,"Safely deposited.

[Your score has just gone up by seven points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by seven points.]",D,0,"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",D,0,"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: locked door",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: locked door",drink water,0,"Boy, that really hit the spot.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
You unlock the closed door.,up,0,"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",False,train/training_data_adventureland.z5_p_rand_0.5.csv
Dropped.,put lamp down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
You open the open door with a hallway beyond.,D,0,"
Darkness
It is pitch dark, and you can't see a thing.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Darkness
It is pitch dark, and you can't see a thing.",LIGHT LAMP,0,"Flameless lamp now on.

Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Flameless lamp now on.

Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",D,0,"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",S,0,"
Anteroom
You're in a royal anteroom.

Obvious exits: North, Up.

You can also see: empty wine bladder",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Anteroom
You're in a royal anteroom.

Obvious exits: North, Up.

You can also see: empty wine bladder",GET BLADDER,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,put bladder down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",D,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, Down.",east,0,"
Maze
You're in a maze of pits.

Obvious exits: North, East, West, Up.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: West, Up.

You can also see: flint and steel",GET FLINT,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,W,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: strange scratchings on rock reveals- ALADDIN WAS HERE",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: strange scratchings on rock reveals- ALADDIN WAS HERE",N,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *THICK PERSIAN RUG* - arrow pointing down",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *THICK PERSIAN RUG* - arrow pointing down",turn lamp off,0,"You switch the old fashioned lamp off.

It is now pitch dark in here!",False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,put bladder down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Chasm
You're in a bottom of a chasm. Above 2 ledges. One has a bricked up window.

Obvious exits: Up.

You can also see: *GOLDEN NET* - sign reads- MAGIC WORD IS AWAY. X LA -(rest of sign is missing) - stream of lava",GET NET,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,U,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: arrow pointing down",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: arrow pointing down",drink water,0,"Boy, that really hit the spot.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: strange scratchings on rock reveals- ALADDIN WAS HERE",AWAY,0,"Something you're holding vibrates, and...

Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Something you're holding vibrates, and...

Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",put net down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
You switch the old fashioned lamp off.,south,0,"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - evil smelling mud - swamp gas - floating patch of oily slime - chiggers",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - evil smelling mud - swamp gas - floating patch of oily slime - chiggers",DROP FLINT,0,"Dropped.

You're bitten by chiggers.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
